,raceId,driverId,lap,position,time,milliseconds
3621,992,815,7,14,1:53.042,113042
3605,992,815,8,14,1:52.221,112221
3522,992,815,9,14,1:50.398,110398
3392,992,815,10,12,1:49.008,109008
3385,992,815,11,11,1:48.916,108916
3447,992,815,12,11,1:49.475,109475
3412,992,815,13,10,1:49.147,109147
3383,992,815,14,10,1:48.871,108871
3497,992,815,15,10,1:50.049,110049
3288,992,815,16,9,1:47.926,107926
3306,992,815,17,9,1:48.083,108083
3313,992,815,18,9,1:48.192,108192
3285,992,815,19,9,1:47.921,107921
3246,992,815,20,9,1:47.677,107677
3249,992,815,21,8,1:47.715,107715
3242,992,815,22,8,1:47.655,107655
3386,992,815,23,8,1:48.938,108938
3339,992,815,24,7,1:48.460,108460
3551,992,815,25,7,1:51.045,111045
3342,992,815,26,7,1:48.479,108479
3354,992,815,27,7,1:48.597,108597
3309,992,815,28,7,1:48.114,108114
3263,992,815,29,7,1:47.788,107788
3235,992,815,30,7,1:47.580,107580
3230,992,815,31,7,1:47.540,107540
3170,992,815,32,7,1:47.086,107086
3161,992,815,33,7,1:47.033,107033
3197,992,815,34,7,1:47.308,107308
3169,992,815,35,7,1:47.080,107080
3208,992,815,36,7,1:47.421,107421
3270,992,815,37,7,1:47.813,107813
3148,992,815,38,7,1:46.927,106927
3154,992,815,39,7,1:47.000,107000
3712,992,815,40,5,2:19.099,139099
3813,992,815,41,5,2:45.047,165047
3689,992,815,42,5,2:04.633,124633
3855,992,815,43,5,2:54.949,174949
3831,992,815,44,5,2:47.398,167398
3835,992,815,45,5,2:48.314,168314
3782,992,815,46,5,2:39.008,159008
3809,992,815,47,5,2:43.977,163977
3560,992,815,48,5,1:51.094,111094
3282,992,815,49,3,1:47.872,107872
3103,992,815,50,3,1:46.424,106424
3087,992,815,51,3,1:46.206,106206
3732,992,817,1,4,2:32.391,152391
3883,992,817,2,4,3:09.041,189041
3748,992,817,3,4,2:33.886,153886
3737,992,817,4,4,2:33.271,153271
3868,992,817,5,4,3:00.573,180573
3661,992,817,6,6,1:57.893,117893
3613,992,817,7,6,1:52.644,112644
3525,992,817,8,6,1:50.516,110516
3559,992,817,9,7,1:51.093,111093
3422,992,817,10,7,1:49.223,109223
3456,992,817,11,6,1:49.547,109547
3516,992,817,12,6,1:50.294,110294
3402,992,817,13,6,1:49.087,109087
3362,992,817,14,6,1:48.688,108688
3413,992,817,15,5,1:49.154,109154
3238,992,817,16,5,1:47.622,107622
3255,992,817,17,5,1:47.743,107743
3248,992,817,18,5,1:47.697,107697
3198,992,817,19,5,1:47.310,107310
3174,992,817,20,5,1:47.122,107122
3144,992,817,21,5,1:46.903,106903
3151,992,817,22,5,1:46.967,106967
3111,992,817,23,5,1:46.497,106497
3085,992,817,24,5,1:46.184,106184
3109,992,817,25,5,1:46.493,106493
3067,992,817,26,5,1:45.883,105883
3390,992,817,27,5,1:48.993,108993
3122,992,817,28,5,1:46.608,106608
3104,992,817,29,5,1:46.446,106446
3064,992,817,30,5,1:45.863,105863
3078,992,817,31,5,1:46.110,106110
3125,992,817,32,5,1:46.659,106659
3065,992,817,33,5,1:45.864,105864
3051,992,817,34,5,1:45.419,105419
3083,992,817,35,4,1:46.182,106182
3099,992,817,36,4,1:46.363,106363
3532,992,817,37,5,1:50.554,110554
3684,992,817,38,5,2:02.845,122845
3058,992,817,39,5,1:45.602,105602
3727,992,822,1,3,2:31.366,151366
3878,992,822,2,3,3:08.426,188426
3750,992,822,3,3,2:33.939,153939
3751,992,822,4,3,2:33.943,153943
3869,992,822,5,3,3:01.014,181014
3642,992,822,6,3,1:54.555,114555
3564,992,822,7,3,1:51.139,111139
3374,992,822,8,3,1:48.805,108805
3312,992,822,9,3,1:48.192,108192
3278,992,822,10,3,1:47.846,107846
3254,992,822,11,3,1:47.741,107741
3305,992,822,12,3,1:48.078,108078
3262,992,822,13,3,1:47.782,107782
3250,992,822,14,3,1:47.729,107729
3162,992,822,15,3,1:47.035,107035
3171,992,822,16,3,1:47.094,107094
3195,992,822,17,3,1:47.292,107292
3160,992,822,18,3,1:47.023,107023
3130,992,822,19,3,1:46.732,106732
3168,992,822,20,3,1:47.077,107077
3166,992,822,21,3,1:47.063,107063
3159,992,822,22,2,1:47.019,107019
3121,992,822,23,2,1:46.605,106605
3110,992,822,24,2,1:46.496,106496
3108,992,822,25,2,1:46.492,106492
3084,992,822,26,2,1:46.184,106184
3149,992,822,27,2,1:46.937,106937
3090,992,822,28,2,1:46.291,106291
3061,992,822,29,2,1:45.827,105827
3072,992,822,30,2,1:45.945,105945
3075,992,822,31,1,1:46.012,106012
3069,992,822,32,1,1:45.907,105907
3057,992,822,33,1,1:45.595,105595
3212,992,822,34,1,1:47.441,107441
3081,992,822,35,1,1:46.120,106120
3062,992,822,36,1,1:45.831,105831
3049,992,822,37,1,1:45.149,105149
3054,992,822,38,1,1:45.547,105547
3052,992,822,39,1,1:45.454,105454
3652,992,822,40,1,1:56.537,116537
3886,992,822,41,1,3:16.153,196153
3850,992,822,42,1,2:51.190,171190
3857,992,822,43,1,2:55.497,175497
3832,992,822,44,1,2:48.085,168085
3828,992,822,45,1,2:46.857,166857
3805,992,822,46,1,2:42.182,162182
3837,992,822,47,1,2:48.387,168387
3135,992,822,48,1,1:46.833,106833
3888,992,825,1,17,3:31.147,211147
3777,992,825,2,16,2:38.024,158024
3718,992,825,3,16,2:23.300,143300
3755,992,825,4,16,2:34.545,154545
3812,992,825,5,16,2:45.026,165026
3678,992,825,6,16,2:01.793,121793
3645,992,825,7,17,1:54.742,114742
3631,992,825,8,17,1:53.417,113417
3591,992,825,9,17,1:51.776,111776
3584,992,825,10,17,1:51.571,111571
3632,992,825,11,17,1:53.420,113420
3599,992,825,12,17,1:52.033,112033
3601,992,825,13,16,1:52.069,112069
3588,992,825,14,16,1:51.718,111718
3598,992,825,15,16,1:52.022,112022
3580,992,825,16,16,1:51.488,111488
3542,992,825,17,16,1:50.919,110919
3548,992,825,18,14,1:51.019,111019
3474,992,825,19,14,1:49.715,109715
3471,992,825,20,14,1:49.696,109696
3506,992,825,21,14,1:50.193,110193
3499,992,825,22,13,1:50.064,110064
3493,992,825,23,13,1:49.943,109943
3495,992,825,24,13,1:49.966,109966
3435,992,825,25,13,1:49.311,109311
3436,992,825,26,13,1:49.312,109312
3409,992,825,27,13,1:49.135,109135
3463,992,825,28,13,1:49.608,109608
3426,992,825,29,13,1:49.240,109240
3421,992,825,30,13,1:49.220,109220
3400,992,825,31,13,1:49.066,109066
3328,992,825,32,13,1:48.348,108348
3533,992,825,33,13,1:50.569,110569
3418,992,825,34,13,1:49.202,109202
3310,992,825,35,13,1:48.155,108155
3314,992,825,36,13,1:48.201,108201
3357,992,825,37,13,1:48.658,108658
3501,992,825,38,13,1:50.105,110105
3696,992,825,39,13,2:07.833,127833
3846,992,825,40,11,2:50.740,170740
3719,992,825,41,11,2:24.036,144036
3641,992,825,42,11,1:54.492,114492
3658,992,825,43,10,1:57.521,117521
3735,992,825,44,10,2:32.764,152764
3824,992,825,45,10,2:46.569,166569
3799,992,825,46,10,2:40.846,160846
3771,992,825,47,10,2:37.054,157054
3675,992,825,48,14,2:01.693,121693
3600,992,825,49,13,1:52.037,112037
3519,992,825,50,13,1:50.340,110340
3572,992,825,51,13,1:51.293,111293
3889,992,828,1,18,3:36.382,216382
3848,992,828,2,18,2:50.852,170852
3700,992,828,3,18,2:09.002,129002
3756,992,828,4,18,2:34.546,154546
3806,992,828,5,18,2:42.234,162234
3681,992,828,6,18,2:02.407,122407
3646,992,828,7,18,1:54.873,114873
3603,992,828,8,18,1:52.166,112166
3602,992,828,9,18,1:52.089,112089
3562,992,828,10,18,1:51.113,111113
3555,992,828,11,16,1:51.071,111071
3579,992,828,12,16,1:51.485,111485
3520,992,828,13,14,1:50.347,110347
3534,992,828,14,14,1:50.643,110643
3535,992,828,15,14,1:50.741,110741
3557,992,828,16,14,1:51.088,111088
3508,992,828,17,14,1:50.218,110218
3707,992,828,18,17,2:16.714,136714
3704,992,828,19,17,2:12.841,132841
3586,992,828,20,17,1:51.650,111650
3489,992,828,21,17,1:49.886,109886
3451,992,828,22,17,1:49.513,109513
3467,992,828,23,17,1:49.665,109665
3453,992,828,24,17,1:49.530,109530
3466,992,828,25,17,1:49.642,109642
3630,992,828,26,17,1:53.324,113324
3448,992,828,27,17,1:49.494,109494
3372,992,828,28,17,1:48.801,108801
3384,992,828,29,17,1:48.885,108885
3446,992,828,30,17,1:49.460,109460
3424,992,828,31,17,1:49.239,109239
3608,992,828,32,17,1:52.432,112432
3410,992,828,33,17,1:49.143,109143
3434,992,828,34,17,1:49.308,109308
3484,992,828,35,17,1:49.850,109850
3666,992,828,36,17,1:59.730,119730
3710,992,828,37,17,2:18.240,138240
3680,992,828,38,17,2:02.333,122333
3722,992,828,39,17,2:28.577,148577
3708,992,828,40,15,2:16.806,136806
3650,992,828,41,15,1:55.803,115803
3692,992,828,42,15,2:06.365,126365
3673,992,828,43,14,2:01.246,121246
3663,992,828,44,14,1:58.912,118912
3701,992,828,45,14,2:09.834,129834
3786,992,828,46,13,2:39.500,159500
3734,992,828,47,13,2:32.640,152640
3640,992,828,48,13,1:54.448,114448
3527,992,828,49,12,1:50.531,110531
3430,992,828,50,11,1:49.279,109279
3287,992,828,51,11,1:47.925,107925
3738,992,830,1,5,2:33.345,153345
3882,992,830,2,5,3:08.783,188783
3752,992,830,3,5,2:34.170,154170
3736,992,830,4,5,2:33.142,153142
3866,992,830,5,5,2:59.765,179765
3654,992,830,6,5,1:56.751,116751
3593,992,830,7,4,1:51.881,111881
3577,992,830,8,4,1:51.469,111469
3544,992,830,9,6,1:50.941,110941
3500,992,830,10,6,1:50.080,110080
3462,992,830,11,5,1:49.606,109606
3502,992,830,12,5,1:50.108,110108
3356,992,830,13,5,1:48.634,108634
3266,992,830,14,5,1:47.796,107796
3515,992,830,15,4,1:50.284,110284
3233,992,830,16,4,1:47.560,107560
3221,992,830,17,4,1:47.494,107494
3176,992,830,18,4,1:47.150,107150
3147,992,830,19,4,1:46.911,106911
3143,992,830,20,4,1:46.884,106884
3107,992,830,21,4,1:46.484,106484
3088,992,830,22,4,1:46.221,106221
3128,992,830,23,4,1:46.702,106702
3229,992,830,24,4,1:47.536,107536
3153,992,830,25,4,1:46.984,106984
3145,992,830,26,4,1:46.909,106909
3334,992,830,27,4,1:48.393,108393
3098,992,830,28,4,1:46.352,106352
3115,992,830,29,4,1:46.519,106519
3068,992,830,30,4,1:45.904,105904
3060,992,830,31,4,1:45.771,105771
3077,992,830,32,4,1:46.070,106070
3117,992,830,33,4,1:46.533,106533
3105,992,830,34,4,1:46.471,106471
3175,992,830,35,5,1:47.139,107139
3124,992,830,36,5,1:46.642,106642
3082,992,830,37,4,1:46.151,106151
3482,992,830,38,4,1:49.815,109815
3674,992,830,39,4,2:01.646,121646
3762,992,832,1,7,2:35.191,155191
3879,992,832,2,6,3:08.524,188524
3760,992,832,3,6,2:35.117,155117
3733,992,832,4,6,2:32.449,152449
3864,992,832,5,6,2:58.031,178031
3653,992,832,6,4,1:56.553,116553
3596,992,832,7,5,1:51.984,111984
3583,992,832,8,5,1:51.502,111502
3414,992,832,9,4,1:49.162,109162
3407,992,832,10,4,1:49.108,109108
3432,992,832,11,4,1:49.304,109304
3443,992,832,12,4,1:49.438,109438
3480,992,832,13,4,1:49.801,109801
3486,992,832,14,4,1:49.868,109868
3649,992,832,15,9,1:55.203,115203
3694,992,832,16,13,2:06.581,126581
3331,992,832,17,12,1:48.387,108387
3311,992,832,18,12,1:48.187,108187
3293,992,832,19,12,1:47.963,107963
3289,992,832,20,12,1:47.940,107940
3276,992,832,21,12,1:47.842,107842
3267,992,832,22,12,1:47.806,107806
3355,992,832,23,11,1:48.607,108607
3332,992,832,24,10,1:48.389,108389
3251,992,832,25,9,1:47.729,107729
3281,992,832,26,9,1:47.863,107863
3237,992,832,27,9,1:47.611,107611
3226,992,832,28,9,1:47.529,107529
3219,992,832,29,9,1:47.477,107477
3329,992,832,30,9,1:48.352,108352
3215,992,832,31,9,1:47.449,107449
3222,992,832,32,9,1:47.505,107505
3200,992,832,33,9,1:47.327,107327
3186,992,832,34,9,1:47.220,107220
3184,992,832,35,9,1:47.208,107208
3185,992,832,36,9,1:47.212,107212
3191,992,832,37,9,1:47.260,107260
3190,992,832,38,9,1:47.243,107243
3152,992,832,39,9,1:46.967,106967
3717,992,832,40,7,2:22.488,142488
3783,992,832,41,7,2:39.121,159121
3676,992,832,42,7,2:01.745,121745
3853,992,832,43,6,2:52.511,172511
3838,992,832,44,6,2:48.432,168432
3825,992,832,45,6,2:46.643,166643
3789,992,832,46,6,2:39.757,159757
3804,992,832,47,6,2:41.983,161983
3575,992,832,48,7,1:51.344,111344
3379,992,832,49,5,1:48.854,108854
3137,992,832,50,5,1:46.856,106856
3180,992,832,51,5,1:47.183,107183
3800,992,838,1,13,2:41.149,161149
3874,992,838,2,12,3:07.320,187320
3772,992,838,3,11,2:37.142,157142
3744,992,838,4,11,2:33.749,153749
3849,992,838,5,11,2:51.167,171167
3669,992,838,6,12,2:00.462,120462
3639,992,838,7,13,1:54.305,114305
3627,992,838,8,13,1:53.192,113192
3543,992,838,9,13,1:50.922,110922
3571,992,838,10,15,1:51.272,111272
3597,992,838,11,14,1:51.993,111993
3545,992,838,12,13,1:50.959,110959
3511,992,838,13,13,1:50.245,110245
3468,992,838,14,13,1:49.672,109672
3487,992,838,15,13,1:49.870,109870
3514,992,838,16,12,1:50.279,110279
3637,992,838,17,13,1:54.173,114173
3695,992,838,18,15,2:07.675,127675
3431,992,838,19,15,1:49.301,109301
3366,992,838,20,15,1:48.728,108728
3504,992,838,21,15,1:50.181,110181
3423,992,838,22,14,1:49.227,109227
3398,992,838,23,14,1:49.041,109041
3444,992,838,24,14,1:49.440,109440
3662,992,838,25,14,1:58.878,118878
3693,992,838,26,16,2:06.509,126509
3404,992,838,27,16,1:49.087,109087
3371,992,838,28,16,1:48.773,108773
3389,992,838,29,16,1:48.991,108991
3550,992,838,30,16,1:51.025,111025
3617,992,838,31,16,1:52.840,112840
3399,992,838,32,16,1:49.046,109046
3439,992,838,33,16,1:49.369,109369
3445,992,838,34,16,1:49.446,109446
3411,992,838,35,16,1:49.145,109145
3368,992,838,36,16,1:48.739,108739
3604,992,838,37,16,1:52.176,112176
3589,992,838,38,16,1:51.743,111743
3713,992,838,39,16,2:19.187,139187
3784,992,838,40,14,2:39.260,159260
3697,992,838,41,14,2:08.439,128439
3636,992,838,42,14,1:54.094,114094
3668,992,838,43,13,2:00.438,120438
3705,992,838,44,13,2:12.863,132863
3815,992,838,45,13,2:45.492,165492
3807,992,838,46,14,2:42.529,162529
3726,992,838,47,14,2:31.195,151195
3594,992,838,48,10,1:51.957,111957
3488,992,838,49,9,1:49.873,109873
3244,992,838,50,9,1:47.666,107666
3317,992,838,51,9,1:48.219,108219
3763,992,840,1,8,2:36.169,156169
3877,992,840,2,7,3:08.133,188133
3761,992,840,3,7,2:35.179,155179
3731,992,840,4,7,2:32.321,152321
3865,992,840,5,8,2:58.350,178350
3665,992,840,6,9,1:59.204,119204
3612,992,840,7,10,1:52.571,112571
3549,992,840,8,8,1:51.020,111020
3406,992,840,9,8,1:49.098,109098
3441,992,840,10,8,1:49.422,109422
3503,992,840,11,8,1:50.159,110159
3526,992,840,12,8,1:50.529,110529
3449,992,840,13,8,1:49.499,109499
3396,992,840,14,8,1:49.029,109029
3494,992,840,15,8,1:49.954,109954
3393,992,840,16,8,1:49.009,109009
3377,992,840,17,8,1:48.845,108845
3387,992,840,18,8,1:48.970,108970
3348,992,840,19,8,1:48.549,108549
3343,992,840,20,8,1:48.488,108488
3518,992,840,21,9,1:50.315,110315
3382,992,840,22,9,1:48.868,108868
3638,992,840,23,10,1:54.215,114215
3686,992,840,24,12,2:03.791,123791
3302,992,840,25,12,1:48.049,108049
3344,992,840,26,12,1:48.504,108504
3272,992,840,27,12,1:47.814,107814
3283,992,840,28,11,1:47.913,107913
3211,992,840,29,11,1:47.435,107435
3187,992,840,30,11,1:47.228,107228
3178,992,840,31,11,1:47.164,107164
3173,992,840,32,11,1:47.118,107118
3167,992,840,33,11,1:47.070,107070
3182,992,840,34,11,1:47.193,107193
3217,992,840,35,11,1:47.467,107467
3203,992,840,36,11,1:47.375,107375
3179,992,840,37,11,1:47.179,107179
3156,992,840,38,11,1:47.003,107003
3232,992,840,39,11,1:47.552,107552
3723,992,840,40,9,2:28.672,148672
3798,992,840,41,9,2:40.667,160667
3685,992,840,42,9,2:03.431,123431
3770,992,840,43,8,2:36.995,156995
3839,992,840,44,8,2:48.722,168722
3826,992,840,45,8,2:46.734,166734
3791,992,840,46,8,2:40.070,160070
3781,992,840,47,8,2:38.856,158856
3620,992,840,48,9,1:53.037,113037
3397,992,840,49,8,1:49.037,109037
3133,992,840,50,7,1:46.815,106815
3498,992,840,51,8,1:50.050,110050
3785,992,842,1,11,2:39.485,159485
3873,992,842,2,10,3:06.705,186705
3764,992,842,3,9,2:36.381,156381
3730,992,842,4,9,2:32.283,152283
3856,992,842,5,9,2:55.384,175384
3659,992,842,6,7,1:57.629,117629
3625,992,842,7,8,1:53.074,113074
3607,992,842,8,10,1:52.328,112328
3626,992,842,9,12,1:53.125,113125
3610,992,842,10,13,1:52.542,112542
3622,992,842,11,13,1:53.062,113062
3651,992,842,12,14,1:55.851,115851
3698,992,842,13,17,2:08.728,128728
3546,992,842,14,17,1:50.971,110971
3569,992,842,15,17,1:51.209,111209
3547,992,842,16,17,1:51.018,111018
3537,992,842,17,17,1:50.839,110839
3587,992,842,18,16,1:51.709,111709
3521,992,842,19,16,1:50.368,110368
3496,992,842,20,16,1:50.041,110041
3465,992,842,21,16,1:49.623,109623
3459,992,842,22,16,1:49.563,109563
3440,992,842,23,15,1:49.420,109420
3554,992,842,24,15,1:51.067,111067
3568,992,842,25,15,1:51.183,111183
3442,992,842,26,14,1:49.425,109425
3367,992,842,27,14,1:48.739,108739
3353,992,842,28,14,1:48.595,108595
3540,992,842,29,14,1:50.878,110878
3378,992,842,30,14,1:48.849,108849
3340,992,842,31,14,1:48.463,108463
3360,992,842,32,14,1:48.678,108678
3478,992,842,33,14,1:49.778,109778
3327,992,842,34,14,1:48.346,108346
3510,992,842,35,14,1:50.238,110238
3401,992,842,36,14,1:49.082,109082
3509,992,842,37,14,1:50.229,110229
3299,992,842,38,14,1:48.035,108035
3702,992,842,39,14,2:10.628,130628
3780,992,842,40,12,2:38.503,158503
3716,992,842,41,12,2:21.291,141291
3634,992,842,42,12,1:53.652,113652
3657,992,842,43,11,1:57.453,117453
3729,992,842,44,11,2:32.039,152039
3821,992,842,45,11,2:46.292,166292
3795,992,842,46,11,2:40.372,160372
3766,992,842,47,11,2:36.551,156551
3619,992,842,48,11,1:52.992,112992
3606,992,842,49,11,1:52.263,112263
3611,992,842,50,12,1:52.559,112559
3581,992,842,51,12,1:51.493,111493
3854,992,843,1,15,2:54.272,174272
3860,992,843,2,14,2:56.908,176908
3775,992,843,3,13,2:37.598,157598
3741,992,843,4,13,2:33.402,153402
3843,992,843,5,13,2:49.192,169192
3671,992,843,6,14,2:00.876,120876
3644,992,843,7,15,1:54.711,114711
3628,992,843,8,16,1:53.215,113215
3592,992,843,9,16,1:51.878,111878
3578,992,843,10,16,1:51.480,111480
3623,992,843,11,15,1:53.064,113064
3574,992,843,12,15,1:51.340,111340
3563,992,843,13,15,1:51.125,111125
3585,992,843,14,15,1:51.598,111598
3582,992,843,15,15,1:51.494,111494
3552,992,843,16,15,1:51.049,111049
3556,992,843,17,15,1:51.075,111075
3561,992,843,18,13,1:51.100,111100
3536,992,843,19,13,1:50.758,110758
3541,992,843,20,13,1:50.915,110915
3566,992,843,21,13,1:51.148,111148
3647,992,843,22,15,1:54.983,114983
3699,992,843,23,16,2:08.731,128731
3455,992,843,24,16,1:49.538,109538
3427,992,843,25,16,1:49.250,109250
3528,992,843,26,15,1:50.532,110532
3433,992,843,27,15,1:49.304,109304
3408,992,843,28,15,1:49.119,109119
3469,992,843,29,15,1:49.676,109676
3428,992,843,30,15,1:49.260,109260
3351,992,843,31,15,1:48.577,108577
3458,992,843,32,15,1:49.560,109560
3539,992,843,33,15,1:50.875,110875
3405,992,843,34,15,1:49.097,109097
3349,992,843,35,15,1:48.554,108554
3346,992,843,36,15,1:48.521,108521
3350,992,843,37,15,1:48.564,108564
3335,992,843,38,15,1:48.394,108394
3706,992,843,39,15,2:13.044,133044
3790,992,843,40,13,2:39.803,159803
3703,992,843,41,13,2:11.733,131733
3615,992,843,42,13,1:52.725,112725
3656,992,843,43,12,1:57.235,117235
3749,992,843,44,12,2:33.916,153916
3822,992,843,45,12,2:46.376,166376
3792,992,843,46,12,2:40.205,160205
3757,992,843,47,12,2:34.636,154636
3629,992,843,48,12,1:53.282,113282
3565,992,843,49,10,1:51.140,111140
3419,992,843,50,10,1:49.205,109205
3322,992,843,51,10,1:48.288,108288
3796,992,844,1,12,2:40.388,160388
3875,992,844,2,11,3:07.364,187364
3767,992,844,3,10,2:36.593,156593
3746,992,844,4,10,2:33.825,153825
3852,992,844,5,10,2:52.296,172296
3664,992,844,6,10,1:58.924,118924
3609,992,844,7,9,1:52.532,112532
3570,992,844,8,9,1:51.255,111255
3475,992,844,9,9,1:49.719,109719
3416,992,844,10,9,1:49.191,109191
3454,992,844,11,7,1:49.538,109538
3505,992,844,12,7,1:50.193,110193
3438,992,844,13,7,1:49.369,109369
3338,992,844,14,7,1:48.443,108443
3394,992,844,15,6,1:49.027,109027
3358,992,844,16,6,1:48.667,108667
3479,992,844,17,7,1:49.798,109798
3365,992,844,18,7,1:48.727,108727
3321,992,844,19,7,1:48.288,108288
3292,992,844,20,7,1:47.956,107956
3315,992,844,21,7,1:48.211,108211
3333,992,844,22,7,1:48.392,108392
3301,992,844,23,7,1:48.041,108041
3614,992,844,24,8,1:52.685,112685
3690,992,844,25,11,2:05.091,125091
3256,992,844,26,10,1:47.749,107749
3239,992,844,27,10,1:47.629,107629
3273,992,844,28,10,1:47.814,107814
3206,992,844,29,10,1:47.419,107419
3243,992,844,30,10,1:47.655,107655
3205,992,844,31,10,1:47.403,107403
3363,992,844,32,10,1:48.694,108694
3253,992,844,33,10,1:47.737,107737
3280,992,844,34,10,1:47.857,107857
3227,992,844,35,10,1:47.530,107530
3241,992,844,36,10,1:47.645,107645
3284,992,844,37,10,1:47.920,107920
3228,992,844,38,10,1:47.533,107533
3234,992,844,39,10,1:47.574,107574
3720,992,844,40,8,2:26.860,146860
3808,992,844,41,8,2:42.805,162805
3683,992,844,42,8,2:02.689,122689
3774,992,844,43,7,2:37.471,157471
3842,992,844,44,7,2:49.002,169002
3818,992,844,45,7,2:46.138,166138
3794,992,844,46,7,2:40.287,160287
3787,992,844,47,7,2:39.713,159713
3558,992,844,48,6,1:51.089,111089
3403,992,844,49,6,1:49.087,109087
3296,992,844,50,6,1:48.004,108004
3240,992,844,51,6,1:47.632,107632
4773,993,1,1,1,1:48.152,108152
4897,993,1,2,1,2:35.790,155790
4870,993,1,3,1,2:12.826,132826
4835,993,1,4,1,2:08.778,128778
4851,993,1,5,1,2:10.440,130440
4880,993,1,6,1,2:13.880,133880
4385,993,1,7,1,1:22.990,82990
4137,993,1,8,1,1:21.631,81631
4096,993,1,9,1,1:21.386,81386
4150,993,1,10,1,1:21.790,81790
4154,993,1,11,1,1:21.808,81808
4155,993,1,12,1,1:21.810,81810
4172,993,1,13,1,1:21.936,81936
4126,993,1,14,1,1:21.574,81574
4148,993,1,15,1,1:21.778,81778
4124,993,1,16,1,1:21.562,81562
4118,993,1,17,1,1:21.509,81509
4082,993,1,18,1,1:21.328,81328
4097,993,1,19,1,1:21.393,81393
4083,993,1,20,1,1:21.334,81334
4050,993,1,21,1,1:21.157,81157
4017,993,1,22,1,1:20.849,80849
4041,993,1,23,1,1:21.045,81045
4139,993,1,24,1,1:21.662,81662
4621,993,1,25,1,1:24.565,84565
4759,993,1,26,2,1:40.689,100689
3959,993,1,27,2,1:20.131,80131
4001,993,1,28,2,1:20.711,80711
4002,993,1,29,2,1:20.713,80713
4043,993,1,30,2,1:21.074,81074
4029,993,1,31,2,1:20.948,80948
4131,993,1,32,2,1:21.600,81600
4061,993,1,33,2,1:21.228,81228
4161,993,1,34,1,1:21.854,81854
3989,993,1,35,1,1:20.542,80542
3972,993,1,36,1,1:20.359,80359
4075,993,1,37,1,1:21.296,81296
3973,993,1,38,1,1:20.363,80363
4011,993,1,39,1,1:20.810,80810
3988,993,1,40,1,1:20.507,80507
4774,993,1,41,1,1:48.590,108590
4807,993,1,42,1,2:02.018,122018
4554,993,1,43,1,1:24.158,84158
3998,993,1,44,1,1:20.625,80625
3980,993,1,45,1,1:20.425,80425
3997,993,1,46,1,1:20.621,80621
3922,993,1,47,1,1:19.766,79766
3964,993,1,48,1,1:20.200,80200
3949,993,1,49,1,1:19.983,79983
3943,993,1,50,1,1:19.902,79902
3914,993,1,51,1,1:19.634,79634
